,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,LR
15690,39,642.04,1580.74,1387.77,553.79,2387.91,46.99,520.74,2387.97,8.3828,391,38.8,23.3853,0.15853658536585366
15691,40,641.76,1586.93,1386.75,553.85,2387.96,46.87,520.73,2387.94,8.4289,390,38.99,23.3767,0.16260162601626016
15692,41,641.52,1577.42,1387.42,555.02,2387.93,46.88,521.41,2387.98,8.3734,388,39.11,23.4137,0.16666666666666666
15693,42,642.11,1583.24,1388.71,553.38,2387.93,46.92,520.44,2387.96,8.3843,391,39.09,23.4006,0.17073170731707318
15694,43,642.15,1582.13,1389.97,553.06,2387.95,47.02,520.65,2387.9,8.3996,391,38.93,23.3261,0.17479674796747968
15695,44,642.46,1586.69,1397.71,553.37,2387.91,47.08,521.04,2387.95,8.3838,389,38.99,23.4665,0.17886178861788618
15696,45,641.93,1578.04,1395.06,553.45,2387.97,47.09,520.56,2387.97,8.3855,391,39.09,23.4125,0.18292682926829268
15697,46,641.8,1577.8,1387.17,553.37,2387.94,47.01,520.93,2387.96,8.4429,391,38.88,23.4039,0.18699186991869918
15698,47,641.35,1583.89,1389.44,552.44,2387.91,46.92,520.97,2387.9,8.396,391,38.95,23.3413,0.1910569105691057
15699,48,641.93,1590.72,1392.99,552.42,2387.91,46.96,521.16,2387.94,8.3914,392,38.93,23.3995,0.1951219512195122
15700,49,641.87,1581.03,1388.47,553.48,2387.96,46.97,520.89,2387.95,8.3837,390,39.07,23.4284,0.1991869918699187
15701,50,642.1,1579.95,1398.79,553.46,2387.88,47.12,520.97,2387.92,8.3831,392,38.94,23.3996,0.2032520325203252
15702,51,641.98,1582.03,1395.75,552.45,2387.95,47.01,521.57,2388.01,8.3859,390,38.92,23.3959,0.2073170731707317
15703,52,641.25,1580.45,1394.41,552.78,2387.92,47.08,520.49,2387.97,8.4014,389,38.95,23.4242,0.21138211382113822
15704,53,642.04,1582.51,1388.98,552.92,2387.9,46.97,520.5,2387.89,8.4074,391,39.09,23.3631,0.21544715447154472
15705,54,641.64,1581.42,1395.12,552.78,2387.93,47.11,520.98,2387.93,8.3789,391,38.78,23.3237,0.21951219512195122
15706,55,641.69,1582.79,1392.09,553.27,2387.96,47.05,520.0,2387.99,8.3965,390,38.95,23.4138,0.22357723577235772
15707,56,641.52,1582.81,1394.72,552.9,2387.97,47.0,520.99,2387.91,8.4079,391,39.07,23.3777,0.22764227642276422
15708,57,641.57,1575.17,1392.13,553.34,2387.98,46.88,521.31,2387.97,8.412,391,38.93,23.394,0.23170731707317074
15709,58,641.8,1579.39,1390.63,553.07,2387.91,47.11,520.57,2387.85,8.3864,391,39.0,23.3712,0.23577235772357724
15710,59,642.07,1581.74,1399.22,552.94,2387.94,47.26,521.02,2387.91,8.3874,391,39.32,23.4084,0.23983739837398374
15711,60,641.76,1582.75,1387.37,552.85,2387.97,47.12,520.61,2387.95,8.4111,391,38.9,23.4059,0.24390243902439024
15712,61,641.73,1584.49,1392.54,553.61,2387.97,47.02,521.1,2387.96,8.3692,391,38.92,23.412,0.24796747967479674
15713,62,641.91,1581.34,1391.65,553.95,2387.96,47.02,521.34,2388.01,8.3771,390,39.12,23.4151,0.25203252032520324
15714,63,641.81,1582.18,1389.21,552.41,2387.95,47.02,520.66,2387.96,8.4142,391,38.96,23.379,0.25609756097560976
15715,64,641.73,1578.62,1396.16,552.87,2387.95,46.92,521.58,2387.95,8.3756,389,39.02,23.3852,0.2601626016260163
15716,65,642.06,1584.17,1394.7,553.21,2387.95,46.96,521.23,2387.98,8.414,391,39.07,23.5457,0.26422764227642276
15717,66,641.71,1580.28,1393.39,553.56,2387.9,46.95,521.16,2387.97,8.4062,392,39.15,23.3888,0.2682926829268293
15718,67,641.96,1579.55,1390.99,552.94,2387.95,47.0,520.86,2387.97,8.4128,389,38.98,23.4252,0.27235772357723576
15719,68,641.44,1582.99,1398.61,553.37,2387.94,46.99,520.9,2387.91,8.4086,390,39.18,23.3078,0.2764227642276423
15720,69,642.11,1578.98,1402.55,553.62,2387.9,47.12,521.08,2387.98,8.3977,390,38.95,23.451,0.2804878048780488
15721,70,641.86,1581.65,1387.69,553.86,2387.96,46.97,521.3,2387.98,8.3977,391,38.94,23.4292,0.2845528455284553
15722,71,641.67,1583.93,1395.95,552.5,2387.93,47.12,521.11,2387.91,8.4003,391,38.97,23.4811,0.2886178861788618
15723,72,642.17,1573.62,1393.96,553.39,2387.93,47.14,520.81,2387.97,8.4023,391,39.0,23.3701,0.2926829268292683
15724,73,642.2,1590.38,1393.3,553.12,2387.93,46.89,521.22,2387.99,8.364,392,39.08,23.3979,0.2967479674796748
15725,74,641.86,1586.78,1393.45,552.76,2387.96,46.8,521.01,2387.98,8.4147,390,38.88,23.4705,0.3008130081300813
15726,75,642.07,1577.83,1389.0,553.31,2387.99,46.94,520.94,2387.94,8.3987,389,38.95,23.4003,0.3048780487804878
15727,76,641.99,1584.39,1390.49,552.4,2387.95,46.97,520.89,2387.97,8.3714,392,39.07,23.5254,0.3089430894308943
15728,77,642.07,1577.66,1397.07,553.73,2387.93,47.12,521.2,2387.93,8.3972,390,39.02,23.3904,0.3130081300813008
15729,78,641.76,1578.71,1392.61,554.02,2387.98,47.18,521.41,2387.92,8.3732,390,38.97,23.4217,0.3170731707317073
15730,79,641.9,1581.62,1392.51,553.84,2387.99,47.09,521.58,2387.98,8.3883,391,39.14,23.4812,0.32113821138211385
15731,80,642.1,1584.63,1395.65,553.57,2387.94,47.12,521.09,2387.97,8.3672,390,38.94,23.3916,0.3252032520325203
15732,81,642.33,1582.86,1400.66,553.65,2387.94,47.04,521.45,2387.95,8.3806,390,39.13,23.3292,0.32926829268292684
15733,82,641.5,1579.42,1389.61,553.43,2388.0,47.06,521.63,2387.99,8.3946,391,39.01,23.356,0.3333333333333333
15734,83,641.82,1580.49,1394.54,553.3,2387.93,47.16,521.49,2387.94,8.3984,390,39.01,23.3503,0.33739837398373984
15735,84,641.98,1579.6,1396.31,553.65,2387.97,47.06,521.28,2387.99,8.3711,392,39.03,23.4275,0.34146341463414637
15736,85,641.93,1583.0,1385.15,554.1,2387.92,47.07,521.48,2388.02,8.3634,390,38.89,23.3722,0.34552845528455284
15737,86,641.92,1582.13,1393.1,552.81,2387.94,47.06,521.11,2387.93,8.4125,392,38.82,23.4346,0.34959349593495936
15738,87,641.8,1583.48,1397.34,553.86,2387.97,47.0,521.67,2387.94,8.3972,392,38.92,23.4435,0.35365853658536583
15739,88,642.04,1582.82,1396.5,553.55,2387.93,47.17,521.1,2387.96,8.3385,390,39.01,23.3814,0.35772357723577236
15740,89,641.84,1584.48,1394.11,553.98,2387.93,47.1,521.56,2387.91,8.3689,392,39.04,23.4075,0.3617886178861789
15741,90,641.44,1578.23,1388.19,553.53,2387.92,47.06,520.61,2387.94,8.3879,391,38.69,23.4176,0.36585365853658536
15742,91,641.89,1587.25,1394.16,553.31,2387.95,47.13,521.54,2387.95,8.3941,391,39.06,23.3955,0.3699186991869919
15743,92,642.07,1580.5,1389.54,553.21,2387.94,47.12,521.39,2387.95,8.3741,391,38.99,23.2984,0.37398373983739835
15744,93,642.28,1575.02,1390.47,553.2,2387.98,47.31,520.58,2388.01,8.3953,391,38.87,23.4038,0.3780487804878049
15745,94,641.5,1586.15,1393.92,553.71,2387.98,46.97,521.87,2387.96,8.4061,391,39.07,23.4378,0.3821138211382114
15746,95,641.97,1582.38,1394.13,552.73,2387.91,47.23,521.53,2387.99,8.4289,391,38.98,23.3972,0.3861788617886179
15747,96,642.05,1578.73,1393.92,553.43,2388.02,47.19,521.23,2387.93,8.4032,390,38.9,23.4311,0.3902439024390244
15748,97,642.04,1584.08,1397.93,553.77,2387.94,46.92,521.83,2387.96,8.3274,392,39.1,23.4895,0.3943089430894309
15749,98,641.63,1576.1,1385.81,553.36,2387.93,47.09,521.44,2387.98,8.382,390,39.06,23.4824,0.3983739837398374
15750,99,642.18,1586.57,1394.79,553.89,2387.97,46.99,521.29,2387.99,8.4072,392,38.98,23.4359,0.4024390243902439
15751,100,641.89,1581.27,1401.47,553.87,2387.96,47.18,522.53,2388.02,8.3902,393,39.1,23.4759,0.4065040650406504
15752,101,642.34,1577.32,1396.94,553.57,2387.95,47.08,521.71,2388.0,8.3855,391,39.05,23.4557,0.4105691056910569
15753,102,641.91,1579.19,1398.98,553.67,2387.95,46.99,520.88,2387.95,8.3907,390,39.1,23.4858,0.4146341463414634
15754,103,641.75,1585.28,1388.98,553.07,2387.99,47.13,521.5,2387.97,8.3499,390,39.09,23.3723,0.4186991869918699
15755,104,641.99,1587.47,1391.05,553.36,2387.95,47.02,521.2,2387.94,8.3965,390,38.86,23.2962,0.42276422764227645
15756,105,641.89,1582.12,1397.15,553.47,2387.94,47.12,521.68,2387.98,8.3917,390,39.08,23.4281,0.4268292682926829
15757,106,642.37,1579.31,1397.0,552.78,2387.99,47.18,521.58,2387.95,8.3607,390,38.89,23.3995,0.43089430894308944
15758,107,641.95,1584.48,1398.07,553.65,2387.94,47.13,521.46,2387.99,8.3985,391,38.83,23.4738,0.4349593495934959
15759,108,642.07,1582.04,1396.6,553.45,2387.96,47.09,521.66,2388.02,8.3506,392,39.07,23.5771,0.43902439024390244
15760,109,641.8,1577.49,1394.36,553.23,2387.98,47.21,521.36,2387.92,8.4018,390,39.07,23.3827,0.44308943089430897
15761,110,641.92,1579.28,1400.71,553.61,2387.96,47.01,521.5,2387.98,8.3724,391,38.94,23.4128,0.44715447154471544
15762,111,642.1,1583.59,1395.41,554.3,2387.99,47.0,521.09,2387.98,8.4113,392,39.23,23.4114,0.45121951219512196
15763,112,641.76,1588.96,1388.3,554.03,2387.96,47.14,521.31,2387.95,8.3946,392,39.03,23.5051,0.45528455284552843
15764,113,641.76,1585.36,1388.92,554.01,2387.95,47.12,522.11,2387.99,8.3889,391,39.07,23.3201,0.45934959349593496
15765,114,642.2,1576.86,1408.91,553.62,2387.98,47.0,521.71,2387.94,8.4254,390,38.93,23.3946,0.4634146341463415
15766,115,641.39,1586.3,1388.05,553.97,2387.99,47.19,522.04,2387.98,8.4042,391,38.86,23.4187,0.46747967479674796
15767,116,642.3,1585.25,1387.4,553.79,2387.97,47.18,521.71,2388.0,8.3898,392,38.96,23.5004,0.4715447154471545
15768,117,641.59,1589.27,1397.6,554.79,2387.97,47.08,522.31,2388.03,8.3759,391,39.04,23.421,0.47560975609756095
15769,118,642.06,1585.96,1389.74,553.91,2387.94,46.93,522.2,2388.0,8.4098,392,39.06,23.4147,0.4796747967479675
15770,119,641.47,1578.25,1391.14,553.88,2387.93,47.03,521.79,2388.0,8.3785,393,38.76,23.4129,0.483739837398374
15771,120,641.45,1578.69,1397.63,554.4,2387.98,47.17,521.91,2388.0,8.3832,390,39.0,23.3829,0.4878048780487805
15772,121,641.41,1584.58,1386.92,554.47,2387.97,47.26,522.02,2387.94,8.3498,391,38.81,23.4455,0.491869918699187
15773,122,642.23,1579.93,1392.29,554.04,2387.95,47.04,521.49,2388.01,8.3837,391,39.0,23.4376,0.4959349593495935
15774,123,641.97,1584.52,1389.23,553.21,2387.97,46.95,521.6,2387.96,8.3716,392,39.05,23.47,0.5
15775,124,641.66,1576.26,1392.13,553.92,2387.97,47.16,521.65,2387.96,8.389,391,39.06,23.4881,0.5040650406504065
15776,125,642.22,1583.37,1393.42,553.73,2387.99,47.11,521.33,2388.0,8.3839,391,39.22,23.326,0.508130081300813
15777,126,641.91,1583.02,1402.59,554.21,2388.03,47.27,522.41,2387.97,8.3841,391,38.93,23.5049,0.5121951219512195
15778,127,642.38,1585.68,1404.59,554.14,2387.97,47.33,521.76,2387.97,8.3772,391,38.97,23.3847,0.516260162601626
15779,128,641.95,1586.92,1398.13,555.42,2387.98,47.17,522.73,2387.99,8.3622,392,39.16,23.3959,0.5203252032520326
15780,129,642.51,1584.45,1397.06,554.58,2387.95,47.13,522.49,2388.03,8.3993,392,39.18,23.4317,0.524390243902439
15781,130,642.2,1586.0,1392.56,553.72,2387.97,47.09,521.97,2388.02,8.4199,390,39.05,23.4083,0.5284552845528455
15782,131,641.88,1575.54,1389.56,554.92,2388.0,47.38,522.68,2387.97,8.3855,389,39.19,23.427,0.532520325203252
15783,132,642.16,1578.24,1397.29,554.52,2387.96,47.11,521.94,2387.92,8.379,391,39.06,23.5432,0.5365853658536586
15784,133,642.38,1578.85,1399.92,554.96,2388.02,47.33,522.48,2388.03,8.3715,392,39.24,23.2707,0.540650406504065
15785,134,642.03,1592.32,1398.71,554.43,2387.92,47.03,522.2,2388.0,8.3905,390,39.03,23.3302,0.5447154471544715
15786,135,641.99,1584.33,1395.96,554.67,2388.01,47.13,523.0,2387.91,8.3742,391,38.82,23.4081,0.5487804878048781
15787,136,642.15,1590.96,1399.94,555.33,2387.95,47.08,522.89,2387.99,8.3796,391,38.86,23.4408,0.5528455284552846
15788,137,642.04,1575.46,1391.16,554.61,2388.02,47.07,521.8,2388.01,8.3794,392,39.02,23.4236,0.556910569105691
15789,138,642.26,1586.29,1401.86,553.97,2388.0,47.09,521.99,2388.01,8.3864,392,39.05,23.4111,0.5609756097560976
15790,139,641.9,1577.88,1394.16,554.62,2387.94,47.06,522.36,2387.98,8.3605,391,38.98,23.3262,0.5650406504065041
15791,140,641.63,1581.01,1399.18,554.4,2388.01,47.03,522.21,2388.02,8.3964,392,39.22,23.4391,0.5691056910569106
15792,141,642.32,1586.28,1392.21,554.77,2388.04,47.19,522.52,2388.01,8.399,391,39.18,23.4852,0.573170731707317
15793,142,642.01,1586.73,1393.95,554.96,2387.98,47.15,522.66,2387.99,8.3584,392,39.09,23.4707,0.5772357723577236
15794,143,641.64,1586.0,1396.78,554.38,2388.03,47.17,522.42,2388.02,8.3738,390,39.22,23.5168,0.5813008130081301
15795,144,642.43,1580.91,1399.46,554.72,2387.99,47.22,522.8,2387.97,8.3923,390,39.01,23.3221,0.5853658536585366
15796,145,641.91,1580.68,1399.66,555.61,2387.95,47.27,522.49,2388.03,8.391,391,39.07,23.509,0.5894308943089431
15797,146,641.68,1581.99,1391.43,553.72,2387.97,47.37,522.73,2388.02,8.3776,392,39.19,23.4975,0.5934959349593496
15798,147,642.46,1580.08,1395.62,554.67,2387.99,47.18,522.66,2387.97,8.4096,391,38.87,23.4097,0.5975609756097561
15799,148,641.92,1580.31,1395.94,554.97,2388.06,47.16,523.11,2387.97,8.3488,391,39.07,23.509,0.6016260162601627
15800,149,641.97,1574.35,1394.97,554.7,2387.98,46.94,523.02,2387.99,8.3833,392,39.05,23.3945,0.6056910569105691
15801,150,642.44,1577.82,1395.69,555.48,2388.0,47.21,523.63,2388.04,8.3782,391,39.22,23.524,0.6097560975609756
15802,151,642.38,1585.24,1403.14,555.12,2387.98,47.06,522.71,2388.04,8.3678,392,39.06,23.4888,0.6138211382113821
15803,152,642.22,1587.82,1394.97,554.6,2387.97,47.13,523.48,2387.94,8.3514,392,39.27,23.4508,0.6178861788617886
15804,153,641.7,1580.98,1401.3,554.57,2387.98,47.14,523.17,2387.97,8.4071,392,39.04,23.4876,0.6219512195121951
15805,154,642.65,1584.99,1391.3,554.92,2388.08,47.27,522.17,2387.98,8.3785,392,39.2,23.5324,0.6260162601626016
15806,155,642.09,1576.07,1392.52,555.47,2388.01,47.17,522.86,2388.0,8.4412,392,39.07,23.4414,0.6300813008130082
15807,156,641.74,1584.98,1396.19,555.29,2387.96,47.12,523.35,2388.02,8.3679,391,39.21,23.408,0.6341463414634146
15808,157,642.04,1579.05,1402.75,555.02,2387.96,47.2,522.83,2388.0,8.3674,392,39.01,23.3569,0.6382113821138211
15809,158,642.19,1579.34,1397.68,555.36,2388.01,47.18,524.15,2388.02,8.3505,392,39.14,23.4775,0.6422764227642277
15810,159,642.25,1581.88,1402.75,555.6,2388.01,47.07,523.24,2388.04,8.3581,390,38.98,23.3537,0.6463414634146342
15811,160,642.04,1585.81,1400.64,555.82,2388.04,47.24,523.46,2388.01,8.3797,392,39.21,23.4412,0.6504065040650406
15812,161,642.54,1589.33,1395.02,555.52,2388.08,47.16,524.32,2388.1,8.3445,392,39.29,23.4207,0.6544715447154471
15813,162,642.3,1588.35,1393.42,555.4,2388.02,47.04,523.58,2387.98,8.3658,392,39.25,23.4461,0.6585365853658537
15814,163,641.76,1584.37,1397.56,556.14,2388.04,47.28,523.63,2387.99,8.3681,393,39.23,23.5665,0.6626016260162602
15815,164,642.11,1585.46,1391.95,555.4,2387.99,47.26,522.94,2388.02,8.3793,392,39.01,23.5042,0.6666666666666666
15816,165,642.38,1583.72,1404.52,555.96,2387.97,47.24,524.06,2388.08,8.3327,392,39.09,23.407,0.6707317073170732
15817,166,641.5,1589.72,1394.89,556.34,2388.02,47.16,523.95,2388.05,8.3618,393,39.05,23.3395,0.6747967479674797
15818,167,642.11,1588.76,1401.74,555.84,2388.08,47.31,523.52,2388.02,8.3748,391,38.99,23.4396,0.6788617886178862
15819,168,642.39,1584.5,1400.02,555.26,2388.08,47.26,523.52,2388.01,8.3523,392,39.03,23.4623,0.6829268292682927
15820,169,641.69,1591.02,1401.73,555.27,2388.04,47.14,522.93,2388.02,8.3505,391,39.19,23.4992,0.6869918699186992
15821,170,641.63,1583.49,1404.09,556.69,2388.05,47.22,523.42,2388.01,8.3808,392,39.09,23.5898,0.6910569105691057
15822,171,642.48,1587.62,1401.14,556.69,2388.09,47.26,524.4,2388.03,8.3861,391,39.09,23.553,0.6951219512195121
15823,172,642.22,1590.69,1400.73,556.61,2388.07,47.39,524.23,2388.1,8.3685,392,39.1,23.6039,0.6991869918699187
15824,173,642.4,1592.44,1403.26,556.46,2388.0,47.24,524.18,2388.05,8.3511,393,39.11,23.5816,0.7032520325203252
15825,174,642.04,1585.76,1396.57,556.22,2388.09,47.31,524.28,2388.04,8.373,390,39.1,23.3442,0.7073170731707317
15826,175,642.6,1582.41,1406.11,556.69,2388.04,47.23,524.25,2388.14,8.3705,392,39.05,23.565,0.7113821138211383
15827,176,642.25,1582.17,1396.72,556.35,2388.0,47.31,523.94,2388.06,8.3768,391,39.07,23.3668,0.7154471544715447
15828,177,642.03,1589.98,1403.83,556.46,2388.05,47.25,525.02,2388.07,8.3567,393,39.27,23.4119,0.7195121951219512
15829,178,642.69,1578.87,1397.46,555.77,2387.96,47.48,524.33,2388.06,8.3822,392,39.26,23.4647,0.7235772357723578
15830,179,642.71,1578.24,1401.48,556.27,2388.07,47.23,524.41,2388.07,8.3229,392,39.15,23.4373,0.7276422764227642
15831,180,642.31,1585.17,1400.52,557.16,2388.12,47.33,525.06,2388.05,8.3297,393,39.21,23.4219,0.7317073170731707
15832,181,642.17,1588.77,1402.7,555.89,2388.09,47.25,524.72,2388.03,8.3931,392,39.21,23.5337,0.7357723577235772
15833,182,642.77,1586.4,1399.71,557.0,2388.09,47.12,524.59,2388.11,8.3854,392,39.16,23.6308,0.7398373983739838
15834,183,641.87,1590.54,1394.04,557.04,2388.04,47.26,525.58,2388.1,8.3503,391,39.13,23.6467,0.7439024390243902
15835,184,642.36,1586.68,1400.93,556.31,2388.06,47.13,524.62,2388.03,8.3169,393,39.31,23.4594,0.7479674796747967
15836,185,642.26,1588.21,1398.31,557.0,2388.11,47.41,524.33,2388.07,8.3294,392,39.05,23.4576,0.7520325203252033
15837,186,642.03,1583.35,1402.47,557.7,2388.12,47.22,525.6,2388.05,8.3545,392,39.35,23.5421,0.7560975609756098
15838,187,642.57,1591.58,1406.49,556.67,2388.09,47.4,525.26,2388.16,8.3648,393,39.19,23.5603,0.7601626016260162
15839,188,642.37,1587.11,1403.55,557.48,2388.1,47.32,524.55,2388.15,8.3552,392,39.27,23.5446,0.7642276422764228
15840,189,642.3,1583.89,1413.76,557.94,2388.14,47.17,525.39,2388.13,8.3356,392,39.07,23.5323,0.7682926829268293
15841,190,642.91,1592.07,1404.86,557.73,2388.13,47.42,526.24,2388.08,8.3445,393,39.13,23.4637,0.7723577235772358
15842,191,642.55,1591.25,1404.61,557.74,2388.13,47.45,525.77,2388.13,8.3173,393,39.25,23.5181,0.7764227642276422
15843,192,642.03,1585.75,1402.87,558.43,2388.11,47.48,526.07,2388.11,8.3428,393,39.16,23.5177,0.7804878048780488
15844,193,642.89,1587.96,1407.75,558.06,2388.12,47.35,525.64,2388.15,8.3676,392,39.19,23.5146,0.7845528455284553
15845,194,641.87,1584.26,1406.59,557.33,2388.08,47.39,525.67,2388.12,8.3553,391,39.1,23.4727,0.7886178861788617
15846,195,642.77,1592.61,1401.98,558.76,2388.13,47.31,526.5,2388.12,8.3247,394,39.09,23.5863,0.7926829268292683
15847,196,642.11,1595.68,1403.38,558.4,2388.09,47.44,525.83,2388.16,8.3469,392,39.23,23.608,0.7967479674796748
15848,197,642.93,1591.33,1406.59,558.32,2388.18,47.2,525.63,2388.15,8.3448,393,39.42,23.5646,0.8008130081300813
15849,198,642.36,1590.7,1405.4,557.88,2388.19,47.6,527.27,2388.14,8.304,392,39.13,23.5175,0.8048780487804879
15850,199,642.8,1590.61,1408.13,559.28,2388.1,47.47,526.59,2388.16,8.3508,393,39.29,23.5718,0.8089430894308943
15851,200,642.47,1580.61,1403.46,558.18,2388.15,47.46,526.12,2388.14,8.3041,393,39.15,23.5286,0.8130081300813008
15852,201,642.33,1586.39,1394.2,558.37,2388.18,47.51,526.35,2388.14,8.3058,394,39.07,23.5327,0.8170731707317073
15853,202,642.7,1586.76,1407.49,558.7,2388.14,47.28,526.95,2388.16,8.3417,393,39.29,23.5394,0.8211382113821138
15854,203,642.32,1580.85,1402.56,559.11,2388.19,47.53,527.27,2388.2,8.3155,394,39.33,23.6504,0.8252032520325203
15855,204,642.4,1592.37,1400.82,559.8,2388.15,47.56,527.32,2388.17,8.3067,393,39.19,23.5672,0.8292682926829268
15856,205,642.77,1582.75,1402.23,560.04,2388.18,47.49,527.12,2388.2,8.3142,393,39.23,23.4832,0.8333333333333334
15857,206,642.98,1590.45,1406.07,559.61,2388.13,47.49,527.6,2388.21,8.3282,393,39.4,23.5564,0.8373983739837398
15858,207,642.7,1588.59,1405.06,560.64,2388.24,47.53,527.47,2388.16,8.3336,393,39.31,23.6008,0.8414634146341463
15859,208,642.54,1593.09,1409.08,560.01,2388.16,47.57,528.01,2388.18,8.2901,393,39.13,23.6123,0.8455284552845529
15860,209,642.35,1590.61,1406.21,560.84,2388.2,47.48,527.82,2388.23,8.3033,394,39.24,23.4755,0.8495934959349594
15861,210,642.87,1583.1,1408.59,560.57,2388.19,47.62,528.73,2388.22,8.3256,392,39.44,23.5921,0.8536585365853658
15862,211,642.62,1593.23,1401.76,559.73,2388.15,47.44,527.45,2388.21,8.3148,393,39.2,23.5513,0.8577235772357723
15863,212,642.56,1592.49,1411.47,561.19,2388.23,47.58,528.42,2388.19,8.3186,393,39.13,23.5975,0.8617886178861789
15864,213,641.88,1593.67,1409.3,560.94,2388.24,47.59,529.09,2388.19,8.3096,393,39.45,23.5677,0.8658536585365854
15865,214,642.77,1595.2,1408.14,560.6,2388.24,47.74,528.36,2388.24,8.2868,394,39.12,23.5134,0.8699186991869918
15866,215,642.56,1589.35,1412.46,560.49,2388.25,47.6,528.74,2388.25,8.3341,393,39.22,23.6118,0.8739837398373984
15867,216,642.59,1593.84,1406.49,562.03,2388.3,47.66,529.02,2388.22,8.282,395,39.49,23.6733,0.8780487804878049
15868,217,642.31,1584.77,1403.0,561.35,2388.24,47.47,529.04,2388.26,8.3216,392,39.4,23.6682,0.8821138211382114
15869,218,642.54,1588.43,1413.34,561.75,2388.25,47.67,528.88,2388.26,8.2863,394,39.2,23.6518,0.8861788617886179
15870,219,642.33,1594.41,1409.24,561.69,2388.24,47.67,529.85,2388.25,8.3168,395,39.36,23.7425,0.8902439024390244
15871,220,643.26,1593.33,1416.98,562.16,2388.32,47.77,529.95,2388.31,8.2749,395,39.48,23.5986,0.8943089430894309
15872,221,642.54,1594.37,1413.26,562.45,2388.31,47.76,530.04,2388.29,8.308,395,39.28,23.7427,0.8983739837398373
15873,222,642.32,1597.72,1414.37,563.19,2388.3,47.75,530.46,2388.26,8.2834,395,39.48,23.6419,0.9024390243902439
15874,223,642.49,1588.84,1408.84,562.44,2388.27,47.81,529.77,2388.32,8.2924,396,39.33,23.572,0.9065040650406504
15875,224,642.71,1591.8,1418.22,563.88,2388.29,47.65,531.57,2388.31,8.2641,394,39.42,23.7035,0.9105691056910569
15876,225,642.77,1600.1,1415.34,562.85,2388.32,47.77,530.52,2388.28,8.2707,395,39.46,23.65,0.9146341463414634
15877,226,643.26,1600.87,1424.98,563.38,2388.33,47.85,531.36,2388.27,8.2659,395,39.5,23.5715,0.9186991869918699
15878,227,643.16,1591.31,1410.03,562.56,2388.28,47.71,530.68,2388.33,8.2956,394,39.43,23.6642,0.9227642276422764
15879,228,642.69,1594.5,1416.91,564.25,2388.35,47.81,531.89,2388.38,8.2423,396,39.47,23.8192,0.926829268292683
15880,229,643.0,1590.68,1410.86,564.42,2388.37,47.98,531.84,2388.33,8.2637,394,39.38,23.6367,0.9308943089430894
15881,230,642.97,1592.68,1416.21,564.26,2388.33,47.9,531.18,2388.34,8.2786,394,39.48,23.6246,0.9349593495934959
15882,231,643.03,1599.4,1413.36,564.27,2388.39,47.81,531.73,2388.32,8.2686,396,39.47,23.8152,0.9390243902439024
